["port 1","LEFT"]
["port 2","RIGHT"]
["port 3","LEFT"]
["port 4","RIGHT"]
("port 1","mode 1",1,"port 1",1,"transmission")
(5, 3)
1.8737028625000000e+14 3.7079289203158948e-03 3.1091491836136207e+00
1.9049312435416666e+14 2.1809063857159898e-03 3.2058881495499372e+00
1.9361596245833331e+14 6.1414742509830953e-04 6.8027568910051395e-01
1.9673880056250000e+14 1.5004485291817079e-03 -3.0255027871676032e-01
1.9986163866666666e+14 2.9610409200132117e-03 1.9818706966985455e-01
("port 1","mode 1",1,"port 2",1,"transmission")
(5, 3)
1.8737028625000000e+14 9.3949316575741504e-01 -5.2595176285190326e-01
1.9049312435416666e+14 9.5384742287581692e-01 -3.6291036146316498e+00
1.9361596245833331e+14 9.6425507755174578e-01 -6.7082454499477855e+00
1.9673880056250000e+14 9.7147198412011826e-01 -9.7689514088599871e+00
1.9986163866666666e+14 9.7607537432417135e-01 -1.2815950461589004e+01
("port 1","mode 1",1,"port 3",1,"transmission")
(5, 3)
1.8737028625000000e+14 2.3911167510642568e-03 -5.3005987258349552e-01
1.9049312435416666e+14 2.3550916505768213e-03 -3.2323718198467999e+00
1.9361596245833331e+14 2.0982333715809454e-03 -5.4959848618506753e+00
1.9673880056250000e+14 1.0316337085352532e-03 -7.3466264934695555e+00
1.9986163866666666e+14 9.6474831636005390e-04 -7.6422374124465051e+00
("port 1","mode 1",1,"port 4",1,"transmission")
(5, 3)
1.8737028625000000e+14 3.2849444932937627e-01 -1.3699365880113499e+00
1.9049312435416666e+14 2.9413198229532184e-01 1.7284464019420664e+00
1.9361596245833331e+14 2.6235243335239961e-01 4.8501575599598468e+00
1.9673880056250000e+14 2.3312233478516600e-01 7.9907079901515381e+00
1.9986163866666666e+14 2.0666550724352603e-01 4.8632537010474577e+00
("port 2","mode 1",1,"port 1",1,"transmission")
(5, 3)
1.8737028625000000e+14 9.3937575559125497e-01 -5.2613885963981200e-01
1.9049312435416666e+14 9.5380914795873772e-01 -3.6291935079446471e+00
1.9361596245833331e+14 9.6424409453999693e-01 -6.7082803486057179e+00
1.9673880056250000e+14 9.7142707531547901e-01 -9.7689660739441671e+00
1.9986163866666666e+14 9.7593938388451618e-01 -1.2815983053298947e+01
