["port 1","LEFT"]
["port 2","RIGHT"]
["port 3","LEFT"]
["port 4","RIGHT"]
("port 1","mode 1",1,"port 1",1,"transmission")
(5, 3)
1.8737028625000000e+14 1.1951446035760240e-01 2.2633914602023633e+00
1.9049312435416666e+14 1.0455664841122966e-01 3.6661516144914028e+00
1.9361596245833331e+14 9.1981063442811609e-02 5.0128932415628977e+00
1.9673880056250000e+14 8.1459411759737504e-02 6.5598916964889380e+00
1.9986163866666666e+14 6.4603699741911588e-02 7.9524830459700446e+00
("port 1","mode 1",1,"port 2",1,"transmission")
(5, 3)
1.8737028625000000e+14 7.3914444867915596e-01 -3.7907388493883665e-01
1.9049312435416666e+14 8.0121540612977715e-01 2.7172037218719596e+00
1.9361596245833331e+14 8.3634746412097261e-01 -3.2702275939841580e-01
1.9673880056250000e+14 8.5142091990962188e-01 -3.4515851655402350e+00
1.9986163866666666e+14 8.9879102440348058e-01 -6.4756278417365953e+00
("port 1","mode 1",1,"port 3",1,"transmission")
(5, 3)
1.8737028625000000e+14 1.2755629502818730e-01 8.8094331128043180e-01
1.9049312435416666e+14 1.3406937680198866e-01 2.3596825937590689e+00
1.9361596245833331e+14 1.3877989978630551e-01 3.9394675831358139e+00
1.9673880056250000e+14 1.3011833962374414e-01 5.5198287368475212e+00
1.9986163866666666e+14 1.2969882291747931e-01 7.2038427735176453e+00
("port 1","mode 1",1,"port 4",1,"transmission")
(5, 3)
1.8737028625000000e+14 6.4618750865318220e-01 -1.8069089148496482e+00
1.9049312435416666e+14 5.9827119661802175e-01 -4.7960222172380922e+00
1.9361596245833331e+14 5.4935325233722210e-01 -7.7609775952042011e+00
1.9673880056250000e+14 5.0216470725862494e-01 -1.0705261082960824e+01
1.9986163866666666e+14 4.5608999843685960e-01 -1.3632947918544351e+01
("port 2","mode 1",1,"port 1",1,"transmission")
(5, 3)
1.8737028625000000e+14 7.3906044883144528e-01 -3.7928243174907372e-01
1.9049312435416666e+14 8.0119332512756891e-01 2.7171036299748272e+00
1.9361596245833331e+14 8.3634812826008054e-01 -3.2706511426935220e-01
1.9673880056250000e+14 8.5138906152097205e-01 -3.4516077818992272e+00
1.9986163866666666e+14 8.9866942835322550e-01 -6.4756652066832103e+00
("port 2","mode 1",1,"port 2",1,"transmission")
(5, 3)
1.8737028625000000e+14 1.1956543874601730e-01 2.2627645580716083e+00
1.9049312435416666e+14 1.0466741936985773e-01 3.6672043094982434e+00
1.9361596245833331e+14 9.1914148968897380e-02 5.0132224995694372e+00
1.9673880056250000e+14 8.1466866907274754e-02 6.5593216423765783e+00
1.9986163866666666e+14 6.4679561395134227e-02 7.9551533527671827e+00
("port 2","mode 1",1,"port 3",1,"transmission")
(5, 3)
1.8737028625000000e+14 6.4616383302863856e-01 1.3346414560359152e+00
1.9049312435416666e+14 5.9823801920043784e-01 -1.6544092177451641e+00
1.9361596245833331e+14 5.4936456524845545e-01 -4.6193231056057291e+00
1.9673880056250000e+14 5.0220929057765962e-01 -7.5636827446337458e+00
1.9986163866666666e+14 4.5611018054760843e-01 -1.0491467730980798e+01
("port 2","mode 1",1,"port 4",1,"transmission")
(5, 3)
1.8737028625000000e+14 1.2758786062400501e-01 -2.2620750740705722e+00
1.9049312435416666e+14 1.3417562693635240e-01 -7.8094778198911818e-01
1.9361596245833331e+14 1.3861982022482372e-01 7.9780240204189634e-01
1.9673880056250000e+14 1.3019534776063313e-01 2.3772005191700760e+00
1.9986163866666666e+14 1.2975210808722321e-01 4.0634956085627678e+00
